rank,candidate_id,mask_u16_hex,open_count,solid_count,density,largest_open_component,open_component_count,north_socket_bits,south_socket_bits,west_socket_bits,east_socket_bits,floor_support_bits,ceiling_gap_bits,left_wall_bits,right_wall_bits,silhouette_signature,socket_signature,mirror_family_signature,density_bucket,edge_socket_bucket,support_affordance_class,hazard_detail_eligibility,role_tags,chunk_path_allowed,score
151,VIS01_MP_BA89,0xBA89,8,8,0.5000,8,1,0x4,0x6,0x6,0x0,0x7,0x4,0x9,0xF,R2123-C2204,N4-S6-W6-E0,MF_BA89,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1058
152,VIS01_MP_928D,0x928D,9,7,0.4375,9,1,0x6,0x2,0x6,0x4,0xF,0x6,0x9,0xB,R3112-C2113,N6-S2-W6-E4,MF_928D,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
153,VIS01_MP_0E8F,0x0E8F,8,8,0.5000,8,1,0xF,0x0,0xE,0x8,0xF,0xF,0x1,0x7,R4130-C1223,NF-S0-WE-E8,MF_071F,BALANCED_7_9,SIDES_3_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1063
154,VIS01_MP_0990,0x0990,12,4,0.2500,12,1,0xF,0xF,0x9,0x9,0xF,0xF,0x6,0x6,R0220-C2002,NF-SF-W9-E9,MF_0990,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;VERTICAL_THROUGH;CONNECTED_OPEN;LOW_DENSITY,true,1488
155,VIS01_MP_66F0,0x66F0,8,8,0.5000,4,3,0x9,0xF,0xD,0xD,0xF,0x9,0x2,0x2,R0422-C1331,N9-SF-WD-ED,MF_66F0,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,515
156,VIS01_MP_0ECE,0x0ECE,8,8,0.5000,8,1,0xF,0x1,0xF,0x8,0xF,0xF,0x0,0x7,R3230-C0233,NF-S1-WF-E8,MF_0737,BALANCED_7_9,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1088
157,VIS01_MP_FFD0,0xFFD0,5,11,0.6875,5,1,0x0,0xF,0x1,0x1,0xF,0x0,0xE,0xE,R0344-C3233,N0-SF-W1-E1,MF_FFB0,DENSE_4_6,SIDES_3_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CHUNK_PATH;CONNECTED_OPEN;DETAIL_ELIGIBLE,true,752
158,VIS01_MP_F344,0xF344,8,8,0.5000,4,2,0x0,0xB,0x3,0x7,0xF,0x0,0xC,0x8,R1124-C2231,N0-SB-W3-E7,MF_F344,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,490
159,VIS01_MP_0C9B,0x0C9B,9,7,0.4375,9,1,0xF,0x4,0xC,0x8,0xF,0xF,0x3,0x7,R3220-C2113,NF-S4-WC-E8,MF_039D,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
160,VIS01_MP_6222,0x6222,11,5,0.3125,7,2,0x9,0xD,0xF,0xF,0xD,0x9,0x0,0x0,R1112-C0410,N9-SD-WF-EF,MF_6222,LIGHT_10_12,SIDES_4_FULL_2,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,HORIZONTAL_THROUGH;DETAIL_ELIGIBLE,false,816
161,VIS01_MP_A29F,0xA29F,7,9,0.5625,5,2,0x5,0x0,0xC,0x4,0xF,0x5,0x3,0xB,R4212-C2313,N5-S0-WC-E4,MF_549F,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,584
162,VIS01_MP_0893,0x0893,11,5,0.3125,11,1,0xF,0xC,0xC,0x9,0xF,0xF,0x3,0x6,R2210-C2102,NF-SC-WC-E9,MF_019C,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
163,VIS01_MP_0833,0x0833,11,5,0.3125,11,1,0xF,0xC,0xC,0xB,0xF,0xF,0x3,0x4,R2210-C2201,NF-SC-WC-EB,MF_01CC,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
164,VIS01_MP_8393,0x8393,9,7,0.4375,9,1,0x7,0xC,0x8,0x5,0xF,0x7,0x7,0xA,R2221-C3202,N7-SC-W8-E5,MF_1C9C,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
165,VIS01_MP_F629,0xF629,7,9,0.5625,5,2,0x0,0x6,0x6,0x6,0xF,0x0,0x9,0x9,R2124-C2322,N0-S6-W6-E6,MF_F629,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,584
166,VIS01_MP_B90B,0xB90B,8,8,0.5000,8,1,0x4,0x4,0x2,0x2,0xF,0x4,0xD,0xD,R3023-C3203,N4-S4-W2-E2,MF_B90B,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1088
167,VIS01_MP_98A8,0x98A8,10,6,0.3750,10,1,0x6,0x7,0x7,0x0,0x7,0x6,0x8,0xF,R1212-C1104,N6-S7-W7-E0,MF_9151,LIGHT_10_12,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1270
168,VIS01_MP_0CD8,0x0CD8,10,6,0.3750,10,1,0xF,0x7,0xD,0x8,0xF,0xF,0x2,0x7,R1320-C1023,NF-S7-WD-E8,MF_03B1,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
169,VIS01_MP_8C93,0x8C93,9,7,0.4375,9,1,0x7,0xC,0xC,0x1,0xF,0x7,0x3,0xE,R2221-C2113,N7-SC-WC-E1,MF_139C,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
170,VIS01_MP_88A0,0x88A0,12,4,0.2500,12,1,0x7,0xF,0xF,0x1,0xF,0x7,0x0,0xE,R0211-C0103,N7-SF-WF-E1,MF_1150,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
171,VIS01_MP_74A0,0x74A0,10,6,0.3750,8,2,0x8,0xF,0x7,0xD,0xF,0x8,0x8,0x2,R0213-C1221,N8-SF-W7-ED,MF_74A0,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,927
172,VIS01_MP_9C66,0x9C66,8,8,0.5000,6,2,0x6,0x9,0x7,0x3,0xF,0x6,0x8,0xC,R2222-C1232,N6-S9-W7-E3,MF_9366,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,715
173,VIS01_MP_FCD1,0xFCD1,6,10,0.6250,6,1,0x0,0xE,0x4,0x1,0xF,0x0,0xB,0xE,R1324-C3133,N0-SE-W4-E1,MF_F3B8,DENSE_4_6,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CHUNK_PATH;CONNECTED_OPEN;DETAIL_ELIGIBLE,true,858
174,VIS01_MP_8350,0x8350,11,5,0.3125,11,1,0x7,0xF,0x9,0x7,0xF,0x7,0x6,0x8,R0221-C2111,N7-SF-W9-E7,MF_1CA0,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
175,VIS01_MP_B922,0xB922,9,7,0.4375,7,2,0x4,0xD,0x3,0x3,0xF,0x4,0xC,0xC,R1123-C2302,N4-SD-W3-E3,MF_B922,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,821
176,VIS01_MP_0046,0x0046,13,3,0.1875,13,1,0xF,0x9,0xF,0xF,0xF,0xF,0x0,0x0,R2100-C0120,NF-S9-WF-EF,MF_0026,QUIET_13_16,SIDES_4_FULL_3,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;HORIZONTAL_THROUGH;CONNECTED_OPEN;LOW_DENSITY,true,1582
177,VIS01_MP_CB26,0xCB26,8,8,0.5000,4,3,0x3,0x9,0xB,0x3,0xF,0x3,0x4,0xC,R2132-C1322,N3-S9-WB-E3,MF_3D46,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,515
178,VIS01_MP_22AE,0x22AE,9,7,0.4375,5,2,0xD,0x1,0xF,0xC,0xD,0xD,0x0,0x3,R3211-C0412,ND-S1-WF-EC,MF_22AE,BALANCED_7_9,SIDES_4_FULL_1,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,616
179,VIS01_MP_17CF,0x17CF,6,10,0.6250,4,2,0xE,0x0,0x2,0xC,0xF,0xE,0xD,0x3,R4231-C3232,NE-S0-W2-EC,MF_17CF,DENSE_4_6,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,478
180,VIS01_MP_D514,0xD514,9,7,0.4375,9,1,0x2,0xB,0x1,0x7,0xF,0x2,0xE,0x8,R1123-C3031,N2-SB-W1-E7,MF_BA82,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
181,VIS01_MP_3204,0x3204,12,4,0.2500,12,1,0xC,0xB,0x7,0xF,0xF,0xC,0x8,0x0,R1012-C1210,NC-SB-W7-EF,MF_3204,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
182,VIS01_MP_4710,0x4710,11,5,0.3125,9,2,0xB,0xF,0x9,0xF,0xF,0xB,0x6,0x0,R0131-C2120,NB-SF-W9-EF,MF_2E80,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,1021
183,VIS01_MP_0CE8,0x0CE8,10,6,0.3750,10,1,0xF,0x7,0xF,0x8,0xF,0xF,0x0,0x7,R1320-C0123,NF-S7-WF-E8,MF_0371,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
184,VIS01_MP_89EE,0x89EE,7,9,0.5625,5,2,0x7,0x1,0xB,0x0,0x7,0x7,0x4,0xF,R3321-C1224,N7-S1-WB-E0,MF_1977,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,579
185,VIS01_MP_C854,0xC854,10,6,0.3750,8,2,0x3,0xB,0xD,0x3,0xF,0x3,0x2,0xC,R1212-C1032,N3-SB-WD-E3,MF_31A2,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,927
186,VIS01_MP_4777,0x4777,6,10,0.6250,4,2,0xB,0x8,0x8,0xF,0xB,0xB,0x7,0x0,R3331-C3340,NB-S8-W8-EF,MF_2EEE,DENSE_4_6,SIDES_4_FULL_1,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,498
187,VIS01_MP_BB8B,0xBB8B,6,10,0.6250,6,1,0x4,0x4,0x2,0x0,0x7,0x4,0xD,0xF,R3133-C3304,N4-S4-W2-E0,MF_BB8B,DENSE_4_6,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CHUNK_PATH;CONNECTED_OPEN;DETAIL_ELIGIBLE,true,853
188,VIS01_MP_9131,0x9131,10,6,0.3750,10,1,0x6,0xE,0x0,0x7,0xE,0x6,0xF,0x8,R1212-C4101,N6-SE-W0-E7,MF_9131,LIGHT_10_12,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1270
189,VIS01_MP_0064,0x0064,13,3,0.1875,13,1,0xF,0xB,0xF,0xF,0xF,0xF,0x0,0x0,R1200-C0120,NF-SB-WF-EF,MF_0062,QUIET_13_16,SIDES_4_FULL_3,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;HORIZONTAL_THROUGH;CONNECTED_OPEN;LOW_DENSITY,true,1582
190,VIS01_MP_820E,0x820E,11,5,0.3125,11,1,0x7,0x1,0xF,0x6,0xF,0x7,0x0,0x9,R3011-C0212,N7-S1-WF-E6,MF_1407,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
191,VIS01_MP_045F,0x045F,9,7,0.4375,9,1,0xF,0x0,0xC,0xE,0xF,0xF,0x3,0x1,R4210-C2131,NF-S0-WC-EE,MF_02AF,BALANCED_7_9,SIDES_3_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1169
192,VIS01_MP_500D,0x500D,11,5,0.3125,11,1,0xA,0x2,0x6,0xE,0xF,0xA,0x9,0x1,R3002-C2021,NA-S2-W6-EE,MF_500D,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
193,VIS01_MP_DD00,0xDD00,10,6,0.3750,10,1,0x2,0xF,0x3,0x3,0xF,0x2,0xC,0xC,R0033-C2022,N2-SF-W3-E3,MF_BB00,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
194,VIS01_MP_1F0D,0x1F0D,8,8,0.5000,5,2,0xE,0x2,0x2,0xA,0xF,0xE,0xD,0x5,R3041-C3122,NE-S2-W2-EA,MF_1F0D,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,615
195,VIS01_MP_B33B,0xB33B,6,10,0.6250,6,1,0x4,0x4,0x0,0x6,0xC,0x4,0xF,0x9,R3223-C4402,N4-S4-W0-E6,MF_B33B,DENSE_4_6,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CHUNK_PATH;CONNECTED_OPEN;DETAIL_ELIGIBLE,true,848
196,VIS01_MP_8B8A,0x8B8A,9,7,0.4375,9,1,0x7,0x5,0xB,0x0,0x7,0x7,0x4,0xF,R2131-C1204,N7-S5-WB-E0,MF_1D15,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1164
197,VIS01_MP_0471,0x0471,11,5,0.3125,11,1,0xF,0xE,0xC,0xF,0xF,0xF,0x3,0x0,R1310-C2120,NF-SE-WC-EF,MF_02E8,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
198,VIS01_MP_2070,0x2070,12,4,0.2500,12,1,0xD,0xF,0xD,0xF,0xF,0xD,0x2,0x0,R0301-C1210,ND-SF-WD-EF,MF_2070,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
199,VIS01_MP_19C8,0x19C8,10,6,0.3750,10,1,0xE,0x7,0x3,0x8,0xF,0xE,0xC,0x7,R1221-C2013,NE-S7-W3-E8,MF_19C8,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
200,VIS01_MP_D8E9,0xD8E9,7,9,0.5625,5,2,0x2,0x6,0x6,0x0,0x7,0x2,0x9,0xF,R2313-C2124,N2-S6-W6-E0,MF_B179,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,579
201,VIS01_MP_D100,0xD100,12,4,0.2500,12,1,0x2,0xF,0x3,0x7,0xF,0x2,0xC,0x8,R0013-C2011,N2-SF-W3-E7,MF_B800,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
202,VIS01_MP_F888,0xF888,9,7,0.4375,9,1,0x0,0x7,0x7,0x0,0x7,0x0,0x8,0xF,R1114-C1114,N0-S7-W7-E0,MF_F111,BALANCED_7_9,SIDES_2_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1139
203,VIS01_MP_3607,0x3607,9,7,0.4375,9,1,0xC,0x8,0x6,0xF,0xF,0xC,0x9,0x0,R3022-C2320,NC-S8-W6-EF,MF_3607,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
204,VIS01_MP_E644,0xE644,9,7,0.4375,6,2,0x1,0xB,0xF,0x7,0xB,0x1,0x0,0x8,R1123-C0241,N1-SB-WF-E7,MF_7622,BALANCED_7_9,SIDES_4_FULL_1,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,716
205,VIS01_MP_64EC,0x64EC,8,8,0.5000,6,2,0x9,0x3,0xF,0xC,0xB,0x9,0x0,0x3,R2312-C0242,N9-S3-WF-EC,MF_6273,BALANCED_7_9,SIDES_4_FULL_1,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,710
206,VIS01_MP_DDCE,0xDDCE,5,11,0.6875,5,1,0x2,0x1,0x3,0x0,0x3,0x2,0xC,0xF,R3233-C2144,N2-S1-W3-E0,MF_BB37,DENSE_4_6,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CHUNK_PATH;CONNECTED_OPEN;DETAIL_ELIGIBLE,true,742
207,VIS01_MP_404E,0x404E,11,5,0.3125,11,1,0xB,0x1,0xF,0xE,0xF,0xB,0x0,0x1,R3101-C0131,NB-S1-WF-EE,MF_2027,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
208,VIS01_MP_032E,0x032E,10,6,0.3750,8,2,0xF,0x1,0xB,0xE,0xF,0xF,0x4,0x1,R3120-C1311,NF-S1-WB-EE,MF_032E,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,927
209,VIS01_MP_30E2,0x30E2,10,6,0.3750,8,2,0xC,0xD,0x7,0xD,0xF,0xC,0x8,0x2,R1302-C1311,NC-SD-W7-ED,MF_30E2,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,927
210,VIS01_MP_6013,0x6013,11,5,0.3125,11,1,0x9,0xC,0xC,0xF,0xF,0x9,0x3,0x0,R2102-C2210,N9-SC-WC-EF,MF_6013,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
211,VIS01_MP_9D98,0x9D98,8,8,0.5000,8,1,0x6,0x7,0x1,0x0,0x7,0x6,0xE,0xF,R1232-C3014,N6-S7-W1-E0,MF_9B91,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1058
212,VIS01_MP_C2EC,0xC2EC,8,8,0.5000,6,2,0x3,0x3,0xF,0x4,0xF,0x3,0x0,0xB,R2312-C0233,N3-S3-WF-E4,MF_3473,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,715
213,VIS01_MP_EA15,0xEA15,8,8,0.5000,6,2,0x1,0xA,0xC,0x3,0xF,0x1,0x3,0xC,R2123-C2222,N1-SA-WC-E3,MF_758A,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,715
214,VIS01_MP_E80C,0xE80C,10,6,0.3750,10,1,0x1,0x3,0xF,0x2,0xF,0x1,0x0,0xD,R2013-C0123,N1-S3-WF-E2,MF_7103,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
215,VIS01_MP_0540,0x0540,13,3,0.1875,13,1,0xF,0xF,0xB,0xF,0xF,0xF,0x4,0x0,R0120-C1020,NF-SF-WB-EF,MF_0540,QUIET_13_16,SIDES_4_FULL_3,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;VERTICAL_THROUGH;CONNECTED_OPEN;LOW_DENSITY,true,1582
216,VIS01_MP_8F1B,0x8F1B,7,9,0.5625,4,2,0x7,0x4,0x8,0x2,0xF,0x7,0x7,0xD,R3141-C3213,N7-S4-W8-E2,MF_1F8D,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,509
217,VIS01_MP_5105,0x5105,11,5,0.3125,11,1,0xA,0xA,0x2,0xF,0xF,0xA,0xD,0x0,R2012-C3020,NA-SA-W2-EF,MF_5105,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
218,VIS01_MP_40CF,0x40CF,9,7,0.4375,9,1,0xB,0x0,0xE,0xC,0xF,0xB,0x1,0x3,R4201-C1132,NB-S0-WE-EC,MF_203F,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1169
219,VIS01_MP_B130,0xB130,10,6,0.3750,10,1,0x4,0xF,0x1,0x7,0xF,0x4,0xE,0x8,R0213-C3201,N4-SF-W1-E7,MF_B130,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
220,VIS01_MP_8508,0x8508,12,4,0.2500,12,1,0x7,0x7,0xB,0x6,0xF,0x7,0x4,0x9,R1021-C1012,N7-S7-WB-E6,MF_1A01,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
221,VIS01_MP_8CFC,0x8CFC,7,9,0.5625,5,2,0x7,0x3,0xD,0x0,0x7,0x7,0x2,0xF,R2421-C1134,N7-S3-WD-E0,MF_13F3,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,579
222,VIS01_MP_3773,0x3773,6,10,0.6250,6,1,0xC,0xC,0x0,0xF,0xC,0xC,0xF,0x0,R2332-C4420,NC-SC-W0-EF,MF_3773,DENSE_4_6,SIDES_3_FULL_1,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CHUNK_PATH;CONNECTED_OPEN;DETAIL_ELIGIBLE,true,848
223,VIS01_MP_4455,0x4455,10,6,0.3750,6,2,0xB,0xA,0xC,0xF,0xB,0xB,0x3,0x0,R2211-C2040,NB-SA-WC-EF,MF_22AA,LIGHT_10_12,SIDES_4_FULL_1,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,722
224,VIS01_MP_07F3,0x07F3,7,9,0.5625,5,2,0xF,0xC,0x8,0xD,0xF,0xF,0x7,0x2,R2430-C3321,NF-SC-W8-ED,MF_07F3,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,609
225,VIS01_MP_9CF1,0x9CF1,7,9,0.5625,4,2,0x6,0xE,0x4,0x1,0xF,0x6,0xB,0xE,R1422-C3123,N6-SE-W4-E1,MF_93F8,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,509
226,VIS01_MP_E837,0xE837,7,9,0.5625,7,1,0x1,0x8,0xC,0x3,0xF,0x1,0x3,0xC,R3213-C2322,N1-S8-WC-E3,MF_71CE,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,982
227,VIS01_MP_DC70,0xDC70,8,8,0.5000,5,2,0x2,0xF,0x5,0x3,0xF,0x2,0xA,0xC,R0323-C2132,N2-SF-W5-E3,MF_B3E0,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,615
228,VIS01_MP_9B01,0x9B01,10,6,0.3750,10,1,0x6,0xE,0x2,0x3,0xF,0x6,0xD,0xC,R1032-C3102,N6-SE-W2-E3,MF_9B01,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
229,VIS01_MP_1904,0x1904,12,4,0.2500,12,1,0xE,0xB,0x3,0xB,0xF,0xE,0xC,0x4,R1021-C2011,NE-SB-W3-EB,MF_1904,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
