slot_index,pattern_x,pattern_y,room_id,connector_ids,route_ownership,candidate_id,mask_hex,socket_signature,transform,map21_02_family_link,selection_reason,attempt_count
991,31,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_6000,0x6000,N9-SF-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
992,32,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_2413,0x2413,ND-SC-WC-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
993,33,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_2641,0x2641,ND-SE-WE-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
994,34,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_2641,0x2641,ND-SE-WE-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
995,35,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_2070,0x2070,ND-SF-WD-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
996,36,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_22AE,0x22AE,ND-S1-WF-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
997,37,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_2E0E,0x2E0E,ND-S1-WF-EA,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
998,38,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_2E0E,0x2E0E,ND-S1-WF-EA,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
999,39,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_2E0E,0x2E0E,ND-S1-WF-EA,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1000,40,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_2800,0x2800,ND-SF-WF-EB,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1001,41,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_2A33,0x2A33,ND-SC-WC-EB,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1002,42,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_2ACE,0x2ACE,ND-S1-WF-E8,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1003,43,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_15D0,0x15D0,NE-SF-W1-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1004,44,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_1773,0x1773,NE-SC-W0-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1005,45,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_10D1,0x10D1,NE-SE-W4-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1006,46,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_1200,0x1200,NE-SF-W7-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1007,47,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_136E,0x136E,NE-S1-W3-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1008,48,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_4340,0x4340,NB-SF-WB-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1009,49,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_4455,0x4455,NB-SA-WC-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1010,50,12,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_460B,0x460B,NB-S4-WE-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1011,51,12,B02_LOWER_BRANCH,,FILLER_DETAIL,VIS01_MP_4020,0x4020,NB-SF-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1012,52,12,B02_LOWER_BRANCH,,FILLER_DETAIL,VIS01_MP_41C8,0x41C8,NB-S7-WB-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1013,53,12,B02_LOWER_BRANCH,,FILLER_DETAIL,VIS01_MP_4300,0x4300,NB-SF-WB-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1014,54,12,B02_LOWER_BRANCH,,FILLER_DETAIL,VIS01_MP_34D0,0x34D0,NC-SF-W5-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1015,55,12,B02_LOWER_BRANCH,,BRANCH,VIS01_MP_160F,0x160F,NE-S0-W6-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,BRANCH_SOCKET_FILTERED,45
1016,56,12,B02_LOWER_BRANCH,,FILLER_DETAIL,VIS01_MP_3000,0x3000,NC-SF-W7-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1017,57,12,B02_LOWER_BRANCH,,FILLER_DETAIL,VIS01_MP_317F,0x317F,NC-S0-W0-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1018,58,12,B02_LOWER_BRANCH,,FILLER_DETAIL,VIS01_MP_3322,0x3322,NC-SD-W3-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1019,59,12,B02_LOWER_BRANCH,,FILLER_DETAIL,VIS01_MP_3C8D,0x3C8D,NC-S2-W6-E8,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1020,60,12,B02_LOWER_BRANCH,,FILLER_DETAIL,VIS01_MP_3F8B,0x3F8B,NC-S4-W2-E8,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1021,61,12,R07_VERTICAL_DESCENT,,MAIN,VIS01_MP_1D9D,0x1D9D,NE-S2-W0-E8,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,50
1022,62,12,R07_VERTICAL_DESCENT,,FILLER_DETAIL,VIS01_MP_38F0,0x38F0,NC-SF-W5-E9,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1023,63,12,R07_VERTICAL_DESCENT,,FILLER_DETAIL,VIS01_MP_3B01,0x3B01,NC-SE-W2-EB,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1024,64,12,R07_VERTICAL_DESCENT,,FILLER_DETAIL,VIS01_MP_8EAA,0x8EAA,N7-S5-WF-E0,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1025,65,12,R07_VERTICAL_DESCENT,,FILLER_DETAIL,VIS01_MP_8800,0x8800,N7-SF-WF-E3,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1026,66,12,R07_VERTICAL_DESCENT,,FILLER_DETAIL,VIS01_MP_89EE,0x89EE,N7-S1-WB-E0,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1027,67,12,R07_VERTICAL_DESCENT,,FILLER_DETAIL,VIS01_MP_8B8A,0x8B8A,N7-S5-WB-E0,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1028,68,12,R07_VERTICAL_DESCENT,,FILLER_DETAIL,VIS01_MP_74A0,0x74A0,N8-SF-W7-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1029,69,12,R07_VERTICAL_DESCENT,,FILLER_DETAIL,VIS01_MP_768C,0x768C,N8-S3-W7-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1030,70,12,R07_VERTICAL_DESCENT,,FILLER_DETAIL,VIS01_MP_77D0,0x77D0,N8-SF-W1-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1031,71,12,R08_EXIT,,FILLER_DETAIL,VIS01_MP_7117,0x7117,N8-S8-W0-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1032,72,12,R08_EXIT,,FILLER_DETAIL,VIS01_MP_732A,0x732A,N8-S5-W3-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1033,73,12,R08_EXIT,,FILLER_DETAIL,VIS01_MP_74A0,0x74A0,N8-SF-W7-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1034,74,12,R08_EXIT,,FILLER_DETAIL,VIS01_MP_768C,0x768C,N8-S3-W7-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1035,75,12,R08_EXIT,,FILLER_DETAIL,VIS01_MP_77D0,0x77D0,N8-SF-W1-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1036,76,12,R08_EXIT,,FILLER_DETAIL,VIS01_MP_7117,0x7117,N8-S8-W0-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1037,77,12,R08_EXIT,,FILLER_DETAIL,VIS01_MP_7226,0x7226,N8-S9-W7-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1038,78,12,R08_EXIT,,FILLER_DETAIL,VIS01_MP_6448,0x6448,N9-S7-WF-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1039,79,12,R08_EXIT,,FILLER_DETAIL,VIS01_MP_64EC,0x64EC,N9-S3-WF-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1040,0,13,R01_START,,FILLER_DETAIL,VIS01_MP_9571,0x9571,N6-SE-W0-E7,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1041,1,13,R01_START,,FILLER_DETAIL,VIS01_MP_9705,0x9705,N6-SA-W2-E7,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1042,2,13,R01_START,,FILLER_DETAIL,VIS01_MP_90D8,0x90D8,N6-S7-W5-E4,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1043,3,13,R01_START,,FILLER_DETAIL,VIS01_MP_9200,0x9200,N6-SF-W7-E7,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1044,4,13,R01_START,,FILLER_DETAIL,VIS01_MP_9C07,0x9C07,N6-S8-W6-E3,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1045,5,13,R01_START,,FILLER_DETAIL,VIS01_MP_9D90,0x9D90,N6-SF-W1-E1,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1046,6,13,R01_START,,FILLER_DETAIL,VIS01_MP_9EC0,0x9EC0,N6-SF-W7-E1,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1047,7,13,R01_START,,FILLER_DETAIL,VIS01_MP_98A8,0x98A8,N6-S7-W7-E0,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1048,8,13,R01_START,,FILLER_DETAIL,VIS01_MP_9B01,0x9B01,N6-SE-W2-E3,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1049,9,13,R01_START,,FILLER_DETAIL,VIS01_MP_9B01,0x9B01,N6-SE-W2-E3,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1050,10,13,R01_START,,FILLER_DETAIL,VIS01_MP_8502,0x8502,N7-SD-WB-E7,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1051,11,13,R02_TRANSIT,,FILLER_DETAIL,VIS01_MP_8641,0x8641,N7-SE-WE-E7,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1052,12,13,R02_TRANSIT,,FILLER_DETAIL,VIS01_MP_8042,0x8042,N7-SD-WF-E7,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1053,13,13,R02_TRANSIT,,FILLER_DETAIL,VIS01_MP_8173,0x8173,N7-SC-W8-E7,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1054,14,13,R02_TRANSIT,,FILLER_DETAIL,VIS01_MP_8393,0x8393,N7-SC-W8-E5,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1055,15,13,R02_TRANSIT,,FILLER_DETAIL,VIS01_MP_8D1C,0x8D1C,N7-S3-W9-E2,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1056,16,13,R02_TRANSIT,,FILLER_DETAIL,VIS01_MP_5000,0x5000,NA-SF-W7-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1057,17,13,R02_TRANSIT,,FILLER_DETAIL,VIS01_MP_51B3,0x51B3,NA-SC-W0-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1058,18,13,R02_TRANSIT,,FILLER_DETAIL,VIS01_MP_5105,0x5105,NA-SA-W2-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1059,19,13,R02_TRANSIT,,FILLER_DETAIL,VIS01_MP_44DF,0x44DF,NB-S0-WC-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1060,20,13,R02_TRANSIT,,FILLER_DETAIL,VIS01_MP_460B,0x460B,NB-S4-WE-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1061,21,13,R03_VERTICAL_ASCENT,,MAIN,VIS01_MP_4400,0x4400,NB-SF-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,12
1062,22,13,R03_VERTICAL_ASCENT,,FILLER_DETAIL,VIS01_MP_41C8,0x41C8,NB-S7-WB-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1063,23,13,R03_VERTICAL_ASCENT,,FILLER_DETAIL,VIS01_MP_4300,0x4300,NB-SF-WB-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1064,24,13,R03_VERTICAL_ASCENT,,FILLER_DETAIL,VIS01_MP_44DF,0x44DF,NB-S0-WC-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1065,25,13,R03_VERTICAL_ASCENT,,FILLER_DETAIL,VIS01_MP_460B,0x460B,NB-S4-WE-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1066,26,13,R03_VERTICAL_ASCENT,,FILLER_DETAIL,VIS01_MP_47C0,0x47C0,NB-SF-WB-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1067,27,13,R03_VERTICAL_ASCENT,,FILLER_DETAIL,VIS01_MP_411D,0x411D,NB-S2-W8-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1068,28,13,R03_VERTICAL_ASCENT,,FILLER_DETAIL,VIS01_MP_4200,0x4200,NB-SF-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1069,29,13,R03_VERTICAL_ASCENT,,FILLER_DETAIL,VIS01_MP_34D0,0x34D0,NC-SF-W5-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1070,30,13,R03_VERTICAL_ASCENT,,FILLER_DETAIL,VIS01_MP_3511,0x3511,NC-SE-W0-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1071,31,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_3773,0x3773,NC-SC-W0-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1072,32,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_6643,0x6643,N9-SC-WE-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1073,33,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_6044,0x6044,N9-SB-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1074,34,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_62AF,0x62AF,N9-S0-WE-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1075,35,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_6448,0x6448,N9-S7-WF-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1076,36,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_64EC,0x64EC,N9-S3-WF-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1077,37,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_6604,0x6604,N9-SB-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1078,38,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_6000,0x6000,N9-SF-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1079,39,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_6222,0x6222,N9-SD-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1080,40,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_62AF,0x62AF,N9-S0-WE-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1081,41,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_5540,0x5540,NA-SF-W3-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1082,42,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_54F0,0x54F0,NA-SF-W5-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1083,43,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_507C,0x507C,NA-S3-W5-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1084,44,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_5000,0x5000,NA-SF-W7-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1085,45,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_51B3,0x51B3,NA-SC-W0-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1086,46,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_5515,0x5515,NA-SA-W0-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1087,47,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_54F0,0x54F0,NA-SF-W5-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1088,48,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_E06E,0xE06E,N1-S1-WF-E6,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1089,49,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_ECC8,0xECC8,N1-S7-WF-E0,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1090,50,13,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_EE09,0xEE09,N1-S6-WE-E2,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1091,51,13,B02_LOWER_BRANCH,,FILLER_DETAIL,VIS01_MP_E837,0xE837,N1-S8-WC-E3,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1092,52,13,B02_LOWER_BRANCH,,FILLER_DETAIL,VIS01_MP_E8AC,0xE8AC,N1-S3-WF-E0,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1093,53,13,B02_LOWER_BRANCH,,FILLER_DETAIL,VIS01_MP_EA00,0xEA00,N1-SF-WF-E3,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
